RespondentID,Age,How important would you say feeling productive is to your happiness?,How productive do you currently feel overall?,In what city do you live?,In what state or U.S. state or territory do you live (if applicable)?,What country do you live in?,What is the biggest challenge you face to being productive?,When are you most productive?,Which of the following best describes the principal industry of your organization?,Date
5062191481,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Finance & Financial Services,2016-01-01
5049076826,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Evening,Government,2016-01-01
5082942369,22-25,Very important to my overall happiness,Moderately productive,,,Madagascar,Distractions (e.g. Social Media),Afternoon,Advertising & Marketing,2016-01-01
5081917123,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Advertising & Marketing,2016-01-01
5046377468,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2016-01-01
5046462507,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Advertising & Marketing,2016-01-01
5048328537,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Business Support & Logistics,2016-01-01
5053601845,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Nonprofit,2016-01-01
5084587275,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Healthcare & Pharmaceuticals,2016-01-01
5082122214,22-25,Very important to my overall happiness,Moderately productive,,,United Kingdom of Great Britain and Northern Ireland,Distractions (e.g. Social Media),Evening,Business Support & Logistics,2016-01-01
5046426781,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Nonprofit,2016-01-01
5089157843,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Not having the right technology,Afternoon,Retail & Consumer Durables,2016-01-01
5046456267,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2016-01-01
5046807509,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Evening,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5069855474,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Nonprofit,2016-01-01
5062837372,22-25,Very important to my overall happiness,Moderately productive,,,Portugal,Time Management,Mid-Morning,I am currently not employed,2016-01-01
5065386752,22-25,Very important to my overall happiness,Moderately productive,,,Romania,Constantly being interrupted by colleagues,Mid-Morning,Finance & Financial Services,2016-01-01
5082565224,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Entertainment & Leisure,2016-01-01
5064635764,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2016-01-01
5082351381,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Government,2016-01-01
5046564416,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Afternoon,"Construction, Machinery, and Homes",2016-01-01
5096992646,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5089759652,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Advertising & Marketing,2016-01-01
5082359793,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Afternoon,Nonprofit,2016-01-01
5048148802,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,"Utilities, Energy, and Extraction",2017-01-01
5097660922,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Early Morning,Advertising & Marketing,2017-01-01
5046374943,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Real Estate,2017-01-01
5083046941,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Entertainment & Leisure,2017-01-01
5083253937,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Retail & Consumer Durables,2017-01-01
5083338670,22-25,Very important to my overall happiness,Moderately productive,,,Poland,Distractions (e.g. Social Media),Late Night,Student,2017-01-01
5082624054,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Advertising & Marketing,2017-01-01
5072835970,22-25,Very important to my overall happiness,Moderately productive,,,India,Distractions (e.g. Social Media),Mid-Morning,Entertainment & Leisure,2017-01-01
5046473338,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,"Construction, Machinery, and Homes",2017-01-01
5046410789,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Late Night,Entertainment & Leisure,2017-01-01
5046654137,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Early Morning,Entertainment & Leisure,2017-01-01
5089259257,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Healthcare & Pharmaceuticals,2017-01-01
5082371235,22-25,Very important to my overall happiness,Moderately productive,,,United Kingdom of Great Britain and Northern Ireland,Time Management,Afternoon,Advertising & Marketing,2017-01-01
5072755316,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Late Night,Entertainment & Leisure,2017-01-01
5048512254,22-25,Very important to my overall happiness,Moderately productive,,,Swaziland,Constantly being interrupted by colleagues,Mid-Morning,Nonprofit,2017-01-01
5046553221,22-25,Very important to my overall happiness,Moderately productive,,,Mexico,Distractions (e.g. Social Media),Late Night,Advertising & Marketing,2017-01-01
5082145163,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Education,2017-01-01
5082143149,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Early Morning,Healthcare & Pharmaceuticals,2017-01-01
5046410073,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Not having the right technology,Afternoon,"Telecommunications, Technology, Internet & Electronics",2017-01-01
5049080371,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2017-01-01
5046452645,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2017-01-01
5046994080,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Entertainment & Leisure,2017-01-01
5071924740,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Late Night,Entertainment & Leisure,2017-01-01
5060913328,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Nonprofit,2017-01-01
5048306893,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2017-01-01
5094783957,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2017-01-01
5049076021,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2017-01-01
5071230702,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Evening,Real Estate,2017-01-01
5047371686,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Student,2017-01-01
5048101886,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Finance & Financial Services,2013-01-01
5046472003,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Early Morning,Real Estate,2013-01-01
5047097413,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Government,2013-01-01
5081624818,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Early Morning,"Telecommunications, Technology, Internet & Electronics",2013-01-01
5095452893,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Manufacturing,2013-01-01
5046428312,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Retail & Consumer Durables,2013-01-01
5072024772,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Late Night,Advertising & Marketing,2013-01-01
5089136053,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Real Estate,2013-01-01
5093726407,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Finance & Financial Services,2013-01-01
5093675654,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Afternoon,"Telecommunications, Technology, Internet & Electronics",2013-01-01
5048817350,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Real Estate,2013-01-01
5089638025,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,"Construction, Machinery, and Homes",2013-01-01
5059781567,22-25,Very important to my overall happiness,Moderately productive,,,Mexico,Distractions (e.g. Social Media),Late Night,Business Support & Logistics,2013-01-01
5089825527,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Early Morning,Finance & Financial Services,2013-01-01
5070473969,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Student,2013-01-01
5049935533,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Entertainment & Leisure,2013-01-01
5082595806,22-25,Very important to my overall happiness,Moderately productive,,,Dominican Republic,Distractions (e.g. Social Media),Evening,Education,2013-01-01
5071963346,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2013-01-01
5046803247,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Late Night,Education,2013-01-01
5081621188,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Afternoon,Nonprofit,2013-01-01
5061615275,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Business Support & Logistics,2013-01-01
5089084893,22-25,Very important to my overall happiness,Moderately productive,,,Canada,Distractions (e.g. Social Media),Mid-Morning,Business Support & Logistics,2013-01-01
5046436234,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Mid-Morning,Healthcare & Pharmaceuticals,2013-01-01
5047204876,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2013-01-01
5048402832,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Government,2014-01-01
5082440871,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Government,2014-01-01
5047978123,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Advertising & Marketing,2014-01-01
5046870449,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Finance & Financial Services,2014-01-01
5047181570,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2014-01-01
5083688184,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Nonprofit,2014-01-01
5096673242,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Government,2014-01-01
5046433968,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Student,2014-01-01
5063425624,22-25,Very important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Manufacturing,2014-01-01
5047462807,22-25,Very important to my overall happiness,Moderately unproductive,,,Australia,Constantly being interrupted by colleagues,Early Morning,Finance & Financial Services,2014-01-01
5090894530,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Evening,Finance & Financial Services,2014-01-01
5098893942,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Mid-Morning,Student,2014-01-01
5095804433,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2014-01-01
5046426950,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2014-01-01
5088749527,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2014-01-01
5046541026,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Advertising & Marketing,2014-01-01
5061937473,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Late Night,Business Support & Logistics,2014-01-01
5046373267,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2014-01-01
5065945117,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2014-01-01
5066805056,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Afternoon,Nonprofit,2014-01-01
5048073815,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,"Utilities, Energy, and Extraction",2014-01-01
5089216020,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Retail & Consumer Durables,2014-01-01
5046951161,22-25,Very important to my overall happiness,Moderately unproductive,,,Denmark,Distractions (e.g. Social Media),Late Night,"Utilities, Energy, and Extraction",2015-01-01
5047182351,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Mid-Morning,Nonprofit,2015-01-01
5083918936,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Food & Beverages,2015-01-01
5082353057,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Student,2015-01-01
5089032737,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Manufacturing,2015-01-01
5089138371,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Afternoon,"Telecommunications, Technology, Internet & Electronics",2015-01-01
5046762689,22-25,Very important to my overall happiness,Moderately unproductive,,,United Kingdom of Great Britain and Northern Ireland,Constantly being interrupted by colleagues,Early Morning,Advertising & Marketing,2015-01-01
5067350582,22-25,Very important to my overall happiness,Moderately unproductive,,,United Kingdom of Great Britain and Northern Ireland,Distractions (e.g. Social Media),Evening,Automotive,2015-01-01
5047097826,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Entertainment & Leisure,2015-01-01
5046379724,22-25,Very important to my overall happiness,Moderately unproductive,,,Mexico,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2015-01-01
5046572603,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Other (please specify),Early Morning,I am currently not employed,2015-01-01
5089801297,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Late Night,Government,2015-01-01
5057933887,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Evening,"Telecommunications, Technology, Internet & Electronics",2015-01-01
5089151860,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Real Estate,2015-01-01
5089257933,22-25,Very important to my overall happiness,Moderately unproductive,,,France,Other (please specify),Early Morning,Education,2015-01-01
5060978272,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2015-01-01
5062306754,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Other (please specify),Early Morning,Advertising & Marketing,2015-01-01
5094943304,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2015-01-01
5081561964,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Late Night,Advertising & Marketing,2015-01-01
5089118777,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Other (please specify),Mid-Morning,Advertising & Marketing,2015-01-01
5083992751,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Early Morning,Student,2015-01-01
5081885632,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Entertainment & Leisure,2015-01-01
5081930777,22-25,Very important to my overall happiness,Moderately unproductive,,,Canada,Time Management,Evening,Business Support & Logistics,2015-01-01
5046422427,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5082466336,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5070059564,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Retail & Consumer Durables,2016-01-01
5095062123,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Other (please specify),Early Morning,Advertising & Marketing,2016-01-01
5083902466,22-25,Very important to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Late Night,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5095468312,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2016-01-01
5047157566,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Other (please specify),Mid-Morning,Food & Beverages,2016-01-01
5083207391,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Time Management,Early Morning,Nonprofit,2016-01-01
5082661965,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Time Management,Mid-Morning,Student,2016-01-01
5047265303,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Other (please specify),Mid-Morning,Food & Beverages,2016-01-01
5089878273,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,China,Other (please specify),Mid-Morning,"Telecommunications, Technology, Internet & Electronics",2016-01-01
5046449459,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Afternoon,Government,2016-01-01
5047532137,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,Nigeria,Constantly being interrupted by colleagues,Early Morning,Nonprofit,2016-01-01
5072716586,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,Mexico,Time Management,Mid-Morning,Business Support & Logistics,2016-01-01
5089591082,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Late Night,Education,2016-01-01
5092116569,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,Australia,Constantly being interrupted by colleagues,Evening,Food & Beverages,2016-01-01
5089102410,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Real Estate,2016-01-01
5089268192,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2016-01-01
5089555468,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Time Management,Mid-Morning,Food & Beverages,2016-01-01
5073368491,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,Australia,Distractions (e.g. Social Media),Mid-Morning,"Utilities, Energy, and Extraction",2016-01-01
5046769060,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Time Management,Early Morning,Nonprofit,2016-01-01
5046367765,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Evening,Education,2016-01-01
5089234237,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Other (please specify),Early Morning,Business Support & Logistics,2016-01-01
5089252065,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Education,2016-01-01
5083205144,22-25,Very important to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Education,2016-01-01
5046525051,22-25,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Food & Beverages,2016-01-01
5062475013,22-25,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Nonprofit,2017-01-01
5047612769,22-25,Very important to my overall happiness,Very productive,,,United Kingdom of Great Britain and Northern Ireland,Not having the right technology,Mid-Morning,Business Support & Logistics,2017-01-01
5047168377,22-25,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Entertainment & Leisure,2017-01-01
5048231478,22-25,Very important to my overall happiness,Very productive,,,United States of America,Time Management,Mid-Morning,Business Support & Logistics,2017-01-01
5089733455,22-25,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Early Morning,Healthcare & Pharmaceuticals,2017-01-01
5046705643,22-25,Very important to my overall happiness,Very productive,,,United States of America,Distractions (e.g. Social Media),Late Night,Education,2017-01-01
5083272783,22-25,Very important to my overall happiness,Very productive,,,Nigeria,Time Management,Mid-Morning,Student,2017-01-01
5046953741,22-25,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Afternoon,Business Support & Logistics,2017-01-01
5046887858,22-25,Very important to my overall happiness,Very productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Education,2017-01-01
5047945899,22-25,Very important to my overall happiness,Very productive,,,United States of America,Constantly being interrupted by colleagues,Afternoon,Retail & Consumer Durables,2017-01-01
5047094024,22-25,Very important to my overall happiness,Very productive,,,Panama,Distractions (e.g. Social Media),Mid-Morning,Insurance,2017-01-01
5061872324,22-25,Very important to my overall happiness,Very productive,,,United States of America,Time Management,Mid-Morning,Healthcare & Pharmaceuticals,2017-01-01
5046396922,22-25,Very important to my overall happiness,Very productive,,,United States of America,Other (please specify),Afternoon,Food & Beverages,2017-01-01
5089108836,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Student,2017-01-01
5047343260,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Advertising & Marketing,2017-01-01
5059353064,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Time Management,Mid-Morning,Nonprofit,2017-01-01
5089102147,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Automotive,2017-01-01
5091009064,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Afternoon,Healthcare & Pharmaceuticals,2017-01-01
5083152181,22-25,Very important to my overall happiness,Very unproductive,,,Kenya,Time Management,Early Morning,"Telecommunications, Technology, Internet & Electronics",2017-01-01
5046385566,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Time Management,Late Night,"Telecommunications, Technology, Internet & Electronics",2017-01-01
5069539712,22-25,Very important to my overall happiness,Very unproductive,,,United Kingdom of Great Britain and Northern Ireland,Distractions (e.g. Social Media),Mid-Morning,Healthcare & Pharmaceuticals,2017-01-01
5082619855,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Time Management,Afternoon,Student,2017-01-01
5047799481,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Education,2017-01-01
5089275491,22-25,Very important to my overall happiness,Very unproductive,,,Canada,Distractions (e.g. Social Media),Early Morning,Student,2017-01-01
5089857310,22-25,Very important to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Late Night,Advertising & Marketing,2017-01-01
5059795787,22-25,Moderately unimportant to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Evening,Airlines & Aerospace (including Defense),2017-01-01
5047126716,22-25,Moderately unimportant to my overall happiness,Moderately productive,,,United States of America,Not having the right technology,Mid-Morning,Nonprofit,2017-01-01
5082208044,22-25,Moderately unimportant to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Education,2017-01-01
5048662955,22-25,Moderately unimportant to my overall happiness,Neither unproductive nor productive,,,United States of America,Other (please specify),Mid-Morning,Government,2017-01-01
5046631881,22-25,Neither important nor unimportant to my overall happiness,Moderately productive,,,Netherlands,Distractions (e.g. Social Media),Evening,Business Support & Logistics,2013-01-01
5068523077,22-25,Neither important nor unimportant to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Evening,I am currently not employed,2013-01-01
5046416617,22-25,Neither important nor unimportant to my overall happiness,Moderately unproductive,,,United States of America,Distractions (e.g. Social Media),Early Morning,Nonprofit,2013-01-01
5046843362,22-25,Neither important nor unimportant to my overall happiness,Neither unproductive nor productive,,,United States of America,Distractions (e.g. Social Media),Evening,Advertising & Marketing,2013-01-01
5072602042,22-25,Neither important nor unimportant to my overall happiness,Very unproductive,,,United States of America,Time Management,Late Night,Advertising & Marketing,2013-01-01
5098900717,22-25,Very unimportant to my overall happiness,Moderately productive,,,Italy,Distractions (e.g. Social Media),Mid-Morning,Advertising & Marketing,2013-01-01
5090255758,22-25,Very unimportant to my overall happiness,Moderately unproductive,,,Ireland,Distractions (e.g. Social Media),Mid-Morning,Retail & Consumer Durables,2013-01-01
5069340545,22-25,Very unimportant to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Evening,Advertising & Marketing,2013-01-01
5063432884,22-25,Very unimportant to my overall happiness,Moderately unproductive,,,United States of America,Time Management,Early Morning,Nonprofit,2013-01-01
5083256737,22-25,Very unimportant to my overall happiness,Moderately unproductive,,,United States of America,Other (please specify),Early Morning,Education,2013-01-01
5082447172,22-25,Very unimportant to my overall happiness,Very unproductive,,,United States of America,Distractions (e.g. Social Media),Late Night,Student,2013-01-01
5074830400,26-29,Moderately important to my overall happiness,Moderately productive,,,United States of America,Other (please specify),Afternoon,Education,2013-01-01
5089423131,26-29,Moderately important to my overall happiness,Moderately productive,,,Australia,Constantly being interrupted by colleagues,Early Morning,Education,2013-01-01
5090001229,26-29,Moderately important to my overall happiness,Moderately productive,,,United States of America,Time Management,Mid-Morning,Healthcare & Pharmaceuticals,2013-01-01
5082234652,26-29,Moderately important to my overall happiness,Moderately productive,,,United States of America,Distractions (e.g. Social Media),Mid-Morning,Entertainment & Leisure,2013-01-01
5059080368,26-29,Moderately important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Entertainment & Leisure,2013-01-01
5060307055,26-29,Moderately important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Healthcare & Pharmaceuticals,2013-01-01
5048523760,26-29,Moderately important to my overall happiness,Moderately productive,,,United States of America,Constantly being interrupted by colleagues,Mid-Morning,Finance & Financial Services,2013-01-01
